time,1,2,3,5
1201824000,0,0,1,0
1207008000,0,0,0,1
1209600000,0,0,1,0
1217548800,1,1,1,1
1222819200,0,1,1,0
1225497600,0,0,3,0
1228089600,0,1,0,0
1233446400,0,1,2,1
1238544000,0,1,0,1
1246406400,0,1,1,0
1249084800,0,0,1,1
1251763200,0,0,1,1
1254355200,0,0,2,0
1257033600,1,2,0,0
1259625600,0,0,1,0
1262304000,1,0,4,0
1264982400,0,0,2,0
1267401600,0,0,1,0
1270080000,0,1,0,1
1272672000,0,1,1,2
1280620800,0,1,3,1
1288569600,0,0,1,0
1291161600,0,0,0,1
1293840000,0,1,0,2
1296518400,0,0,3,0
1298937600,0,2,2,1
1301616000,0,0,1,1
1309478400,0,0,1,1
1320105600,0,0,1,0
1322697600,0,1,0,0
1325376000,0,0,1,0
1328054400,0,1,1,0
1330560000,0,3,2,0
1343779200,2,2,2,0
1349049600,1,2,0,2
1351728000,1,2,1,0
1359676800,0,1,1,0
1364774400,0,1,1,1
1370044800,0,1,0,0
1375315200,1,0,0,0
1377993600,0,0,1,0
1380585600,2,0,0,0
1383264000,0,1,0,0
1385856000,0,0,1,0
1388534400,0,1,1,0
1391212800,1,0,0,1
1396310400,1,0,0,1
1404172800,1,0,0,1
1414800000,1,0,0,0
1427846400,0,0,1,0
1430438400,0,0,0,1
1433116800,0,0,1,0
1435708800,0,0,1,0
1441065600,0,0,2,0
1443657600,0,1,0,0
1446336000,1,0,1,1
1451606400,0,1,0,0
1454284800,1,0,2,0
1456790400,0,2,1,0
1459468800,0,3,0,0
1462060800,0,0,0,1
1464739200,0,2,1,3
1467331200,1,2,0,1
1470009600,1,0,0,0
1472688000,0,2,1,0
1475280000,1,0,0,1
1477958400,0,0,1,0
1485907200,1,0,0,0
1488326400,0,1,0,0
1491004800,1,0,0,1
1496275200,0,0,0,1
1498867200,0,2,2,0
1501545600,0,0,2,0
1506816000,1,0,3,0
1509494400,0,0,3,0
1514764800,1,1,1,1
1519862400,0,1,0,0
1522540800,0,1,0,0
1525132800,1,0,0,0
1527811200,2,0,0,0
1533081600,0,2,0,0
1535760000,0,1,1,0
1541030400,1,1,1,0
1543622400,1,1,0,1
1546300800,1,1,1,0
1548979200,0,0,1,0
1551398400,0,0,1,0
1554076800,0,0,0,1
1556668800,0,0,1,0
1564617600,0,0,1,1
1567296000,0,0,1,0
1569888000,0,0,1,1
