time,1,2,3,4,5
1477958400,1,1,0,1,0
1483228800,1,1,1,0,0
1485907200,0,3,0,0,2
1488326400,0,1,0,0,1
1501545600,0,1,0,0,0
1519862400,0,3,0,0,0
1522540800,1,1,0,1,0
1527811200,1,4,0,2,0
1530403200,1,4,0,0,0
1533081600,2,4,1,0,1
1535760000,2,7,0,0,1
1538352000,1,4,0,0,4
1541030400,1,1,0,0,1
1543622400,1,0,0,0,0
1546300800,5,1,0,1,1
1548979200,2,8,1,0,3
1551398400,2,12,0,6,4
1554076800,1,0,0,0,0
1556668800,2,6,0,1,3
1559347200,1,1,0,0,0
1561939200,5,5,1,0,2
1564617600,6,9,0,0,1
1567296000,0,4,2,0,5
1569888000,6,6,3,0,2
1572566400,1,4,0,0,4
1575158400,3,3,0,1,3
