time,1,2,3,4,5
1275350400,0,0,1,1,0
1288569600,1,0,0,0,0
1293840000,0,0,0,1,0
1296518400,0,1,0,1,0
1298937600,4,0,1,2,0
1301616000,2,1,0,0,0
1306886400,1,0,0,1,0
1312156800,1,0,0,0,0
1320105600,2,0,1,0,0
1322697600,0,1,0,2,0
1325376000,1,0,0,2,0
1328054400,1,0,0,1,0
1333238400,0,0,0,1,0
1335830400,0,0,0,2,0
1338508800,2,2,0,3,0
1341100800,0,2,0,1,0
1343779200,1,0,1,1,0
1346457600,1,0,0,0,1
1349049600,0,1,0,3,0
1351728000,0,1,0,0,0
1356998400,1,0,0,1,0
1359676800,0,0,0,1,0
1362096000,0,1,0,1,0
1364774400,2,1,0,2,0
1367366400,1,0,0,1,0
1370044800,2,0,0,0,0
1377993600,1,0,0,0,0
1385856000,1,0,0,2,0
1388534400,6,1,1,0,0
1391212800,6,1,0,4,0
1396310400,1,0,0,0,0
1398902400,1,1,0,0,0
1406851200,1,0,0,0,1
1409529600,0,0,0,1,0
1425168000,1,0,0,0,0
1427846400,0,0,0,1,0
1430438400,0,0,0,1,0
1433116800,1,0,0,1,0
1438387200,0,0,0,0,1
1441065600,0,0,0,1,0
1446336000,1,0,0,0,0
1451606400,0,0,0,1,0
1454284800,0,0,0,1,0
1456790400,0,0,0,1,0
1462060800,0,1,0,1,0
1464739200,2,0,0,1,0
1467331200,1,0,0,0,0
1470009600,1,0,0,0,0
1472688000,1,0,0,0,0
1475280000,0,0,0,1,0
1477958400,1,0,0,1,0
1483228800,0,0,0,1,0
1485907200,1,0,0,1,0
1488326400,1,0,0,0,0
1491004800,0,0,0,1,0
1493596800,4,1,1,1,0
1496275200,6,0,0,4,2
1498867200,1,0,0,0,0
1506816000,1,1,0,0,0
1509494400,0,0,1,0,1
1512086400,1,0,0,0,1
1514764800,2,0,0,1,0
1517443200,0,1,0,0,1
1519862400,0,0,1,0,0
1525132800,2,0,0,0,1
1527811200,4,0,0,0,2
1533081600,3,2,0,1,0
1535760000,6,0,0,1,1
1538352000,0,0,0,1,0
1541030400,3,0,1,2,0
1543622400,2,0,0,1,0
1546300800,1,0,0,3,0
1548979200,3,0,0,0,0
1551398400,0,0,0,2,1
1554076800,0,0,0,1,0
1559347200,1,0,0,0,0
