time,1,2,3,5
1264982400,0,0,0,1
1272672000,0,0,1,0
1275350400,0,1,1,0
1277942400,0,0,1,0
1280620800,0,0,1,0
1285891200,0,0,1,0
1288569600,0,0,2,0
1291161600,0,0,1,0
1298937600,0,0,1,0
1322697600,0,0,1,0
1335830400,0,0,1,0
1341100800,0,0,2,0
1356998400,0,0,0,1
1362096000,0,0,1,0
1367366400,0,0,0,1
1370044800,0,2,0,1
1375315200,0,0,1,0
1377993600,0,0,1,0
1380585600,0,0,1,0
1383264000,0,0,1,1
1388534400,1,0,1,0
1391212800,0,0,1,0
1398902400,0,0,2,0
1404172800,0,0,2,0
1406851200,0,0,1,0
1409529600,0,0,2,0
1412121600,0,1,1,1
1414800000,0,0,3,1
1420070400,0,0,4,0
1425168000,0,0,0,1
1427846400,0,0,2,0
1430438400,0,0,5,2
1433116800,0,0,4,0
1435708800,0,0,3,1
1438387200,0,0,3,1
1441065600,1,0,1,1
1443657600,0,1,2,2
1446336000,0,0,2,0
1448928000,0,1,1,0
1451606400,0,0,3,0
1454284800,0,0,3,0
1456790400,0,2,3,0
1459468800,0,0,1,0
1462060800,0,0,3,1
1464739200,0,0,5,0
1467331200,0,0,3,0
1472688000,0,0,2,1
1475280000,0,0,3,1
1477958400,0,0,3,0
1480550400,0,0,1,0
1483228800,0,0,7,0
1485907200,0,0,1,2
1488326400,0,0,1,0
1491004800,0,0,1,1
1493596800,0,0,6,0
1496275200,0,0,3,1
1498867200,0,0,3,0
1501545600,0,0,2,0
1504224000,0,0,1,1
1506816000,0,0,1,0
1509494400,0,0,1,1
1512086400,0,0,3,0
1514764800,0,0,2,0
1517443200,0,0,1,0
1519862400,0,0,1,0
1522540800,0,0,1,0
1525132800,0,0,1,0
1527811200,0,0,3,0
1530403200,0,0,2,1
1533081600,0,1,1,0
1535760000,0,0,1,0
1538352000,0,0,1,1
1541030400,0,0,4,1
1543622400,0,0,0,1
1546300800,0,0,2,1
1548979200,0,0,2,0
1551398400,0,0,2,0
1556668800,1,0,4,1
1559347200,0,0,2,1
1561939200,0,0,1,0
1564617600,0,0,1,0
1569888000,0,0,1,0
1572566400,0,1,3,0
1575158400,0,0,0,2
