time,1,2,3,4,5
1377993600,1,0,0,2,0
1380585600,2,0,0,0,0
1383264000,2,0,0,0,0
1388534400,1,0,0,1,0
1391212800,1,0,0,1,1
1396310400,1,0,0,1,0
1398902400,2,2,0,1,1
1401580800,1,1,0,0,2
1404172800,7,0,0,1,1
1406851200,2,2,0,1,1
1409529600,3,3,0,2,0
1412121600,1,1,0,1,0
1414800000,1,1,2,1,1
1417392000,6,0,2,2,1
1420070400,1,0,0,0,0
1422748800,1,0,0,1,1
1425168000,0,0,0,1,0
1427846400,2,4,0,2,0
1430438400,1,0,1,0,0
1435708800,2,2,0,1,1
1438387200,7,0,1,2,0
1441065600,7,2,0,1,0
1443657600,6,3,0,0,1
1446336000,2,1,0,0,0
1448928000,3,0,0,1,0
1451606400,1,0,0,0,0
1454284800,2,0,0,0,0
1456790400,1,0,0,0,0
1459468800,1,2,0,1,0
1462060800,2,2,0,0,0
1464739200,1,0,0,0,1
1470009600,0,0,0,1,0
1475280000,6,1,0,1,0
1477958400,0,1,0,0,0
1483228800,1,0,0,1,0
1491004800,2,0,0,0,0
1496275200,0,1,0,0,0
1504224000,3,0,0,1,0
1506816000,0,0,0,1,0
1519862400,1,0,0,1,0
1525132800,1,0,0,0,0
1527811200,1,0,0,1,0
1530403200,0,0,1,0,0
1533081600,0,0,0,1,0
1538352000,2,0,1,1,0
1541030400,3,0,0,1,0
1548979200,1,0,1,1,0
1551398400,0,3,0,1,1
1554076800,0,1,0,0,0
1556668800,1,0,0,0,0
1559347200,2,0,0,0,0
1561939200,1,1,0,0,0
1564617600,2,0,0,0,0
1567296000,4,0,0,0,0
1569888000,0,0,0,0,1
1572566400,2,0,0,1,0
1575158400,1,0,0,0,0
1577836800,1,0,0,0,0
