time,1,2,3,5
1467331200,0,2,0,0
1470009600,0,0,1,1
1472688000,1,4,4,5
1475280000,2,1,1,4
1477958400,0,2,4,1
1480550400,0,2,3,2
1483228800,1,3,1,1
1485907200,0,1,4,3
1488326400,0,1,0,2
1491004800,0,4,0,0
1493596800,0,4,3,2
1496275200,1,2,1,6
1498867200,0,2,4,4
1501545600,0,9,2,3
1504224000,0,3,0,0
1506816000,0,7,2,1
1509494400,0,0,1,1
1512086400,0,0,3,1
1514764800,0,2,1,3
1517443200,0,1,1,3
1519862400,0,2,3,4
1522540800,0,4,1,1
1525132800,5,10,2,12
1527811200,1,0,5,2
1530403200,1,1,2,0
1533081600,0,0,2,2
1535760000,0,1,1,3
1538352000,0,1,0,0
