time,1,2,3,4,5
888710400,2,1,0,0,0
891388800,0,1,0,0,0
893980800,0,0,0,0,1
896659200,1,0,0,0,1
899251200,0,0,0,0,1
901929600,0,1,0,1,0
909878400,0,1,0,0,1
917827200,0,0,0,0,1
920246400,1,0,0,0,0
922924800,0,1,0,1,0
925516800,0,0,0,0,1
928195200,0,0,0,0,3
941414400,0,2,0,0,1
944006400,0,0,0,0,1
946684800,0,1,0,0,0
957139200,1,0,0,0,1
959817600,1,0,1,0,0
970358400,0,1,1,0,0
983404800,0,1,0,0,1
986083200,0,1,0,0,0
988675200,0,3,0,0,0
996624000,0,0,1,0,1
999302400,0,2,0,0,0
1004572800,1,0,0,0,0
1009843200,0,0,0,1,1
1020211200,0,0,0,0,1
1022889600,0,0,0,0,1
1025481600,0,1,0,0,1
1028160000,0,0,0,0,1
1030838400,0,0,0,0,2
1033430400,0,1,0,0,0
1038700800,0,0,1,0,0
1041379200,1,1,0,0,0
1044057600,0,1,1,0,1
1054425600,0,0,0,1,1
1057017600,1,0,0,0,1
1059696000,1,0,0,0,0
1064966400,1,0,0,0,0
1070236800,0,1,0,0,0
1075593600,0,0,0,0,2
1078099200,1,2,0,1,2
1080777600,0,0,0,0,2
1086048000,0,1,0,2,0
1088640000,0,1,0,0,0
1096588800,0,0,0,1,0
1099267200,0,0,0,0,1
1107216000,0,1,0,0,0
1109635200,0,1,0,0,2
1112313600,0,1,1,0,2
1114905600,0,2,0,0,1
1117584000,0,5,0,0,1
1120176000,0,1,0,0,0
1125532800,0,1,1,0,0
1128124800,1,1,0,0,0
1133395200,1,0,1,2,0
1136073600,0,1,0,0,1
1138752000,0,1,0,1,0
1141171200,1,1,1,0,1
1143849600,0,0,0,0,1
1146441600,0,1,0,0,1
1151712000,1,0,1,0,0
1154390400,0,1,1,0,2
1159660800,0,0,1,0,2
1164931200,0,1,0,0,0
1167609600,1,0,0,0,0
1172707200,1,0,0,0,0
1180656000,0,1,0,0,0
1185926400,0,1,0,0,0
1188604800,0,0,0,0,3
1191196800,0,2,0,0,0
1193875200,0,0,0,0,2
1199145600,0,0,0,0,1
1209600000,0,1,0,0,1
1217548800,0,0,0,1,0
1220227200,0,0,0,0,2
1222819200,0,0,0,0,1
1225497600,0,1,0,0,0
1228089600,0,0,0,0,1
1230768000,0,1,0,0,1
1233446400,1,0,0,0,0
1238544000,0,1,1,1,3
1241136000,0,1,1,0,0
1243814400,0,0,1,0,1
1246406400,0,0,0,0,3
1249084800,0,0,0,0,1
1251763200,0,1,0,0,0
1254355200,0,0,0,1,0
1257033600,1,0,0,1,1
1262304000,2,0,0,0,0
1267401600,0,0,0,0,2
1270080000,0,0,1,0,0
1275350400,0,0,1,0,0
1277942400,0,0,0,0,1
1283299200,0,0,0,0,1
1285891200,0,0,0,0,2
1288569600,0,1,0,1,0
1291161600,0,0,0,1,0
1293840000,0,0,1,0,0
1304208000,0,1,0,0,0
1306886400,1,1,0,0,1
1309478400,0,0,0,0,1
1312156800,2,1,0,1,0
1314835200,0,2,0,0,0
1317427200,1,1,0,0,0
1325376000,0,0,0,0,1
1328054400,0,0,0,0,1
1330560000,1,0,0,0,1
1338508800,0,0,0,1,0
1343779200,0,2,0,0,1
1346457600,0,2,0,0,3
1349049600,0,1,0,0,0
1351728000,0,1,0,0,1
1354320000,1,1,0,0,0
1356998400,0,2,2,0,1
1359676800,1,1,1,2,0
1362096000,1,0,0,0,2
1364774400,0,1,0,2,1
1367366400,0,0,0,0,2
1370044800,0,0,0,0,1
1372636800,1,0,0,0,0
1375315200,2,0,0,0,3
1377993600,0,3,0,0,2
1380585600,0,3,0,0,3
1383264000,1,0,0,1,2
1385856000,1,1,1,0,0
1391212800,1,1,0,0,0
1396310400,0,0,0,0,1
1398902400,1,0,0,0,0
1404172800,1,0,1,0,0
1406851200,1,1,0,1,0
1409529600,1,0,1,0,0
1414800000,0,1,0,1,0
1420070400,0,1,0,0,0
1425168000,0,0,0,0,1
1427846400,0,1,0,0,0
1435708800,1,2,0,2,2
1438387200,1,1,0,0,2
1441065600,3,1,0,0,0
1443657600,0,0,1,1,0
1446336000,1,1,0,0,1
1451606400,0,0,0,0,1
1456790400,0,1,0,0,0
1459468800,1,0,0,0,0
1462060800,1,0,1,0,0
1464739200,1,0,0,0,1
1467331200,0,2,1,0,2
1470009600,0,1,0,0,1
1472688000,0,0,0,0,2
1475280000,0,0,0,1,0
1477958400,0,0,0,0,3
1483228800,2,0,1,0,1
1485907200,0,1,1,1,2
1488326400,0,2,0,0,0
1491004800,0,0,0,0,2
1493596800,0,3,0,0,2
1496275200,0,0,0,0,2
1498867200,1,0,1,1,3
1501545600,1,1,1,2,2
1504224000,0,0,0,2,0
1506816000,1,0,0,0,2
1509494400,0,1,0,0,1
1512086400,0,2,0,0,2
1514764800,0,0,0,0,2
1517443200,1,2,0,0,1
1519862400,0,1,0,0,0
1522540800,1,2,0,0,0
1525132800,1,1,0,1,0
1527811200,0,0,0,0,1
1530403200,0,0,0,0,2
1533081600,0,1,0,0,0
1538352000,1,0,0,0,0
1546300800,0,0,0,0,2
1548979200,0,0,0,0,1
1551398400,1,1,0,0,3
1554076800,1,0,0,0,1
1556668800,0,1,1,0,0
1559347200,0,2,0,0,0
1561939200,0,1,0,0,1
1564617600,0,0,0,1,1
1569888000,0,0,0,0,2
1572566400,1,1,0,0,1
