time,1,2,3,4,5
1243814400,0,1,0,0,0
1246406400,0,0,0,1,1
1249084800,0,1,0,0,0
1251763200,0,0,0,0,1
1267401600,1,0,0,0,0
1272672000,0,0,0,0,1
1275350400,0,1,0,0,0
1277942400,1,0,0,0,0
1283299200,0,0,1,1,1
1285891200,1,0,0,1,0
1293840000,1,0,0,0,2
1296518400,0,0,0,1,0
1298937600,0,1,0,0,2
1301616000,0,0,0,0,1
1309478400,0,0,0,0,1
1312156800,0,0,0,0,1
1314835200,0,0,0,0,2
1317427200,0,0,0,1,1
1325376000,1,0,0,0,1
1328054400,0,0,1,0,0
1330560000,0,1,0,0,0
1335830400,0,1,0,1,0
1338508800,1,0,0,0,1
1341100800,1,0,0,1,0
1351728000,0,0,0,1,0
1354320000,1,0,0,0,0
1362096000,1,1,0,1,0
1364774400,2,0,1,0,0
1367366400,1,0,0,0,1
1370044800,1,0,0,4,0
1372636800,1,1,0,1,0
1375315200,1,0,0,0,0
1377993600,2,1,1,0,3
1380585600,0,1,0,1,1
1383264000,0,1,0,0,0
1385856000,2,1,1,0,1
1391212800,0,0,0,1,2
1393632000,6,1,0,1,0
1396310400,1,0,0,0,2
1401580800,1,1,0,0,0
1404172800,0,0,0,0,1
1409529600,2,0,0,0,1
1412121600,0,0,0,0,1
1414800000,1,0,0,1,2
1417392000,0,0,0,3,1
1425168000,1,0,0,0,0
1430438400,4,0,1,3,0
1433116800,2,2,0,1,1
1435708800,2,1,0,0,2
1438387200,1,0,0,1,0
1441065600,1,0,1,0,0
1443657600,1,0,0,0,0
1446336000,1,0,0,0,2
1448928000,0,0,0,1,1
1451606400,3,1,0,0,0
1454284800,0,0,1,0,1
1456790400,0,0,0,1,2
1459468800,2,0,0,1,5
1462060800,2,1,0,1,1
1464739200,1,3,0,3,0
1470009600,0,0,0,0,1
1472688000,1,0,0,1,0
1477958400,1,0,1,0,0
1480550400,0,0,0,1,0
1493596800,0,0,0,0,1
1496275200,1,0,0,1,0
1501545600,1,0,0,0,0
1504224000,0,1,0,0,0
1506816000,0,1,0,0,1
1514764800,0,1,0,1,0
1517443200,2,0,1,0,0
1522540800,1,0,0,1,0
1525132800,0,2,0,0,0
1527811200,0,1,0,0,0
1530403200,0,1,0,0,0
1538352000,1,0,0,0,0
1541030400,0,1,0,0,0
1548979200,1,1,0,0,0
1551398400,0,1,0,0,0
1556668800,0,1,0,0,1
1561939200,0,0,0,0,1
1567296000,1,0,0,0,0
1569888000,1,0,0,1,0
1572566400,1,0,0,1,0
1575158400,1,0,0,0,0
1577836800,1,0,0,0,0
