time,1,2,3,5
1170288000,0,0,0,1
1183248000,0,0,2,0
1188604800,0,0,1,0
1201824000,1,0,0,1
1209600000,0,0,1,0
1225497600,0,0,1,0
1230768000,1,0,0,0
1251763200,0,0,1,0
1257033600,1,0,0,0
1259625600,0,0,0,1
1264982400,0,0,1,0
1270080000,0,0,0,1
1277942400,0,0,0,1
1280620800,0,0,2,0
1283299200,0,0,1,0
1291161600,0,0,1,0
1296518400,0,0,2,0
1301616000,0,0,1,0
1306886400,0,0,1,0
1317427200,0,0,1,0
1320105600,0,0,1,0
1322697600,0,0,1,0
1328054400,0,0,1,0
1330560000,0,0,0,2
1333238400,0,0,2,0
1343779200,1,0,2,0
1349049600,0,0,1,0
1351728000,0,0,2,0
1354320000,0,0,1,0
1362096000,0,0,3,1
1367366400,0,0,2,0
1370044800,0,0,3,0
1375315200,0,0,1,0
1377993600,0,0,1,0
1380585600,0,0,1,0
1383264000,0,0,1,1
1385856000,0,0,3,0
1388534400,0,0,2,1
1391212800,0,0,1,0
1398902400,0,0,2,1
1401580800,0,0,1,0
1404172800,0,0,1,0
1414800000,0,0,1,0
1417392000,0,0,0,2
1420070400,0,1,2,1
1422748800,0,0,2,0
1425168000,0,1,3,0
1430438400,0,0,3,0
1433116800,0,0,3,0
1435708800,0,0,3,0
1441065600,0,0,2,0
1443657600,0,0,3,0
1448928000,0,1,1,0
1451606400,0,0,3,1
1454284800,0,0,2,0
1456790400,0,0,3,0
1459468800,0,1,3,0
1462060800,0,0,2,0
1464739200,0,0,1,0
1467331200,0,0,3,0
1470009600,0,0,1,1
1472688000,0,0,2,0
1475280000,0,0,4,0
1477958400,0,0,1,0
1485907200,0,0,1,0
1491004800,0,0,1,0
1493596800,0,0,3,0
1496275200,0,0,1,0
1498867200,0,0,0,1
1501545600,0,0,6,0
1504224000,0,0,3,2
1506816000,0,0,2,0
1509494400,0,0,2,0
1512086400,0,0,4,0
1514764800,0,0,0,2
1517443200,0,0,2,0
1519862400,0,0,4,0
1522540800,0,0,4,0
1527811200,0,0,3,0
1533081600,1,0,0,1
1535760000,0,0,3,0
1538352000,0,0,1,0
1546300800,0,0,1,0
1548979200,1,0,0,0
1551398400,0,0,5,0
1554076800,0,0,2,0
1556668800,0,0,3,1
1561939200,0,0,2,0
1564617600,0,0,1,1
1567296000,0,0,0,1
1569888000,0,0,7,0
1572566400,0,0,3,0
1575158400,0,0,2,1
1577836800,0,0,1,0
